,id,thread_title,reply_split,classification,reply_sub,reply_words,entity,entity_locs,spin,speed,hardness,tackiness,weight,control,throw angle,durability,blocking,looping,throw,specific_aspects_cnt,g_comparative_word_begin_idx,g_comparative,g_comparative_words,comparative_word_begin_idx,comparative,comparative_words,comparative_aspects
11688,5f6c2e777da9e46ccbe15649,Most controllable/fast rubber?,Any of the fast euro rubbers are good on the forhand.,descriptive,Any of the fast euro rubbers are good on the forhand.,"['Any', 'of', 'the', 'fast', 'euro', 'rubbers', 'are', 'good', 'on', 'the', 'forhand', '.']",[],[],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
11689,5f6c2e777da9e46ccbe15649,Most controllable/fast rubber?,Venus is another VERY good backhand rubber.,descriptive,Galaxy-Venus is another VERY good backhand rubber.,"['Galaxy-Venus', 'is', 'another', 'VERY', 'good', 'backhand', 'rubber', '.']",['Galaxy-Venus'],[0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11691,5f6c2e777da9e46ccbe15649,Most controllable/fast rubber?,"With Seemiller grip, I am chocked up on the bat so it helps with control.",descriptive,"With Seemiller grip, I am chocked up on the bat so it helps with control.","['With', 'Seemiller', 'grip', ',', 'I', 'am', 'chocked', 'up', 'on', 'the', 'bat', 'so', 'it', 'helps', 'with', 'control', '.']",[],[],0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[],[],[],[]
11697,5f6c2e7c7da9e46ccbe1564a,best chinese rubbers w/out glue?,"I plays well out of the packet, gets a little softer and spinnier over time (if you look after it), it's quite durable and the spinniest rubber I've ever played with.",descriptive,"I plays well out of the packet, gets a little softer and spinnier over time (if you look after it), it's quite durable and the spinniest rubber I've ever played with.","['I', 'plays', 'well', 'out', 'of', 'the', 'packet', ',', 'gets', 'a', 'little', 'softer', 'and', 'spinnier', 'over', 'time', '(', 'if', 'you', 'look', 'after', 'it', ')', ',', 'it', ""'s"", 'quite', 'durable', 'and', 'the', 'spinniest', 'rubber', 'I', ""'ve"", 'ever', 'played', 'with', '.']",[],[],1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,[],[],[],"[57, 46]","['greater', 'less']","['spinnier', 'softer']","['spin', 'hardness']"
11703,5f6c2e7c7da9e46ccbe1564a,best chinese rubbers w/out glue?,The only cons I can think of is that It does not look durable.,descriptive,The only cons I can think of is that It does not look durable.,"['The', 'only', 'cons', 'I', 'can', 'think', 'of', 'is', 'that', 'It', 'does', 'not', 'look', 'durable', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
11707,5f6c2e7c7da9e46ccbe1564a,best chinese rubbers w/out glue?,It is really cool for my BH with my spinny loop spin kills against underspin streaking like hell.,descriptive,It is really cool for my BH with my spinny loop spin kills against underspin streaking like hell.,"['It', 'is', 'really', 'cool', 'for', 'my', 'BH', 'with', 'my', 'spinny', 'loop', 'spin', 'kills', 'against', 'underspin', 'streaking', 'like', 'hell', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[36],['greater'],['spinny'],[],[],[],[]
11709,5f6c2e7c7da9e46ccbe1564a,best chinese rubbers w/out glue?,Outlaw is probably the best chinese rubber I've had so far.,descriptive,Outlaw is probably the best Chinese-rubbers I've had so far.,"['Outlaw', 'is', 'probably', 'the', 'best', 'Chinese-rubbers', 'I', ""'ve"", 'had', 'so', 'far', '.']",['Chinese-rubbers'],[28],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[23],['greater'],['best'],[],[],[],[]
11719,5f6c2e7c7da9e46ccbe1564a,best chinese rubbers w/out glue?,"Palio Thor's is my rubber of choice, my forehand is more powerful than ever with it, and it's given my serves a huge boost too.",descriptive,"Palio Thor's is my rubber of choice, my forehand is more powerful than ever with it, and it's given my serves a huge boost too.","['Palio', 'Thor', ""'s"", 'is', 'my', 'rubber', 'of', 'choice', ',', 'my', 'forehand', 'is', 'more', 'powerful', 'than', 'ever', 'with', 'it', ',', 'and', 'it', ""'s"", 'given', 'my', 'serves', 'a', 'huge', 'boost', 'too', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[52],['greater'],['more'],[],[],[],[]
11725,5f6c2e7c7da9e46ccbe1564a,best chinese rubbers w/out glue?,A fantastic rubber for the price.,descriptive,A fantastic rubber for the price.,"['A', 'fantastic', 'rubber', 'for', 'the', 'price', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11730,5f6c2e7c7da9e46ccbe1564a,best chinese rubbers w/out glue?,"if you want a crisp feel then go for the H3 neo prov i had it about 6 months ago and it was the most crisp rubber ive ever used, but didnt use it for very log as i was in an Ej state was trying out other Hurricane/Tg rubbers",descriptive,"if you want a crisp feel then go for the DHS-Hurricane-3 neo prov i had it about 6 months ago and it was the most crisp rubber ive ever used, but didnt use it for very log as i was in an Ej state was trying out other DHS-Hurricane/Tg rubbers","['if', 'you', 'want', 'a', 'crisp', 'feel', 'then', 'go', 'for', 'the', 'DHS-Hurricane-3', 'neo', 'prov', 'i', 'had', 'it', 'about', '6', 'months', 'ago', 'and', 'it', 'was', 'the', 'most', 'crisp', 'rubber', 'ive', 'ever', 'used', ',', 'but', 'didnt', 'use', 'it', 'for', 'very', 'log', 'as', 'i', 'was', 'in', 'an', 'Ej', 'state', 'was', 'trying', 'out', 'other', 'DHS-Hurricane/Tg', 'rubbers']",['DHS-Hurricane-3'],[41],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11736,5f6c2e7c7da9e46ccbe1564a,best chinese rubbers w/out glue?,Play strong.,descriptive,Play strong.,"['Play', 'strong', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11745,5f6c2e7c7da9e46ccbe1564a,best chinese rubbers w/out glue?,I tried it with the 38* sponge and didn't like it at all.,descriptive,I tried it with the 38* sponge and didn't like it at all.,"['I', 'tried', 'it', 'with', 'the', '38', '*', 'sponge', 'and', 'did', ""n't"", 'like', 'it', 'at', 'all', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11753,5f6c2e7c7da9e46ccbe1564a,best chinese rubbers w/out glue?,Topenergy soft is a great do it all rubber.,descriptive,Topenergy soft is a great do it all rubber.,"['Topenergy', 'soft', 'is', 'a', 'great', 'do', 'it', 'all', 'rubber', '.']",[],[],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
11757,5f6c2e7c7da9e46ccbe1564a,best chinese rubbers w/out glue?,It makes you swing hard for hard shots and soft for slow shots.,descriptive,It makes you swing hard for hard shots and soft for slow shots.,"['It', 'makes', 'you', 'swing', 'hard', 'for', 'hard', 'shots', 'and', 'soft', 'for', 'slow', 'shots', '.']",[],[],0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[53],['less'],['low'],[52],['less'],['slow'],['speed']
11758,5f6c2e7c7da9e46ccbe1564a,best chinese rubbers w/out glue?,Very vey linear.,descriptive,Very vey linear.,"['Very', 'vey', 'linear', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11759,5f6c2e7c7da9e46ccbe1564a,best chinese rubbers w/out glue?,The stronger you get the better this rubber gets... Not saying bw 2 tuned or h3 provincial would not be great but giant dragon top energy soft is a hidden gems.,descriptive,The stronger you get the better this rubber gets... Not saying bw 2 tuned or DHS-Hurricane-3 provincial would not be great but giant dragon top energy soft is a hidden gems.,"['The', 'stronger', 'you', 'get', 'the', 'better', 'this', 'rubber', 'gets', '...', 'Not', 'saying', 'bw', '2', 'tuned', 'or', 'DHS-Hurricane-3', 'provincial', 'would', 'not', 'be', 'great', 'but', 'giant', 'dragon', 'top', 'energy', 'soft', 'is', 'a', 'hidden', 'gems', '.']",['DHS-Hurricane-3'],[78],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[25],['greater'],['better'],[],[],[],[]
11770,5f6c2e7c7da9e46ccbe1564a,best chinese rubbers w/out glue?,Spin but slow,descriptive,Spin but slow,"['Spin', 'but', 'slow']",[],[],1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[10],['less'],['low'],[9],['less'],['slow'],['speed']
11776,5f6c2e7c7da9e46ccbe1564a,best chinese rubbers w/out glue?,"A few months back I thought Gambler Outlaw was really cool, despite durability issues.",descriptive,"A few months back I thought Gambler Outlaw was really cool, despite durability issues.","['A', 'few', 'months', 'back', 'I', 'thought', 'Gambler', 'Outlaw', 'was', 'really', 'cool', ',', 'despite', 'durability', 'issues', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11783,5f6c2e7c7da9e46ccbe1564a,best chinese rubbers w/out glue?,I am really enjoying Tibhar Grip S Europe.,descriptive,I am really enjoying Tibhar Grip S Europe.,"['I', 'am', 'really', 'enjoying', 'Tibhar', 'Grip', 'S', 'Europe', '.']",[],[],0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
11785,5f6c2e7c7da9e46ccbe1564a,best chinese rubbers w/out glue?,"Good in all aspects of the game, not great for top end flat hitting, but extremely good in the short game for a very high performing rubber, and it's made by Haifu I believe so it's very Chinese.",descriptive,"Good in all aspects of the game, not great for top end flat hitting, but extremely good in the short game for a very high performing rubber, and it's made by Haifu I believe so it's very Chinese.","['Good', 'in', 'all', 'aspects', 'of', 'the', 'game', ',', 'not', 'great', 'for', 'top', 'end', 'flat', 'hitting', ',', 'but', 'extremely', 'good', 'in', 'the', 'short', 'game', 'for', 'a', 'very', 'high', 'performing', 'rubber', ',', 'and', 'it', ""'s"", 'made', 'by', 'Haifu', 'I', 'believe', 'so', 'it', ""'s"", 'very', 'Chinese', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
11786,5f6c2e7c7da9e46ccbe1564a,best chinese rubbers w/out glue?,"I really like Juic 999 Turbo, which I have been using for a while.I honestly have no bad things to say about it (emphasis on bad, I don't mean that it's great at everything).",descriptive,"I really like Juic 999 Turbo, which I have been using for a while.I honestly have no bad things to say about it (emphasis on bad, I don't mean that it's great at everything).","['I', 'really', 'like', 'Juic', '999', 'Turbo', ',', 'which', 'I', 'have', 'been', 'using', 'for', 'a', 'while.I', 'honestly', 'have', 'no', 'bad', 'things', 'to', 'say', 'about', 'it', '(', 'emphasis', 'on', 'bad', ',', 'I', 'do', ""n't"", 'mean', 'that', 'it', ""'s"", 'great', 'at', 'everything', ')', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11794,5f6c2eb97da9e46ccbe15665,Best rubber for close to table looping / driving,Nittaku Hammond Pro Beta is excellent for close-to-the-table counter-hitting and driving.,descriptive,Nittaku Hammond Pro Beta is excellent for close-to-the-table counter-hitting and driving.,"['Nittaku', 'Hammond', 'Pro', 'Beta', 'is', 'excellent', 'for', 'close-to-the-table', 'counter-hitting', 'and', 'driving', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11795,5f6c2eb97da9e46ccbe15665,Best rubber for close to table looping / driving,You can hit right through spin with no problem.,descriptive,You can hit right through spin with no problem.,"['You', 'can', 'hit', 'right', 'through', 'spin', 'with', 'no', 'problem', '.']",[],[],1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
11796,5f6c2eb97da9e46ccbe15665,Best rubber for close to table looping / driving,It's seems somewhat low throw (for me) which helps keep the ball on the table when playing in close.,descriptive,It's seems somewhat low throw (for me) which helps keep the ball on the table when playing in close.,"['It', ""'s"", 'seems', 'somewhat', 'low', 'throw', '(', 'for', 'me', ')', 'which', 'helps', 'keep', 'the', 'ball', 'on', 'the', 'table', 'when', 'playing', 'in', 'close', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,[20],['less'],['low'],[],[],[],[]
11798,5f6c2eb97da9e46ccbe15665,Best rubber for close to table looping / driving,This is becoming a very popular rubber at our club.,descriptive,This is becoming a very popular rubber at our club.,"['This', 'is', 'becoming', 'a', 'very', 'popular', 'rubber', 'at', 'our', 'club', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11799,5f6c2eb97da9e46ccbe15665,Best rubber for close to table looping / driving,It's the highest of high-quality and impervious to humidity.,descriptive,It's the highest of high-quality and impervious to humidity.,"['It', ""'s"", 'the', 'highest', 'of', 'high-quality', 'and', 'impervious', 'to', 'humidity', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11809,5f6c2ec17da9e46ccbe1566a,Thin fast rubber or thicker slower rubber,"Because the ball can't sink far into this thin sponge, this rubber is very good for serve returns and I found that it chops better against topspin that a thicker inverted.And this thin Coppa was still very good for looping.....some rubbers are simply ""made in heaven"" and Coppais one of those....ask Jan Ove or Jorgen......",descriptive,"Because the ball can't sink far into this thin sponge, this rubber is very good for serve returns and I found that it chops better against topspin that a thicker inverted.And this thin Donic-Coppa was still very good for looping.....some rubbers are simply ""made in heaven"" and Coppais one of those....ask Jan Ove or Jorgen......","['Because', 'the', 'ball', 'ca', ""n't"", 'sink', 'far', 'into', 'this', 'thin', 'sponge', ',', 'this', 'rubber', 'is', 'very', 'good', 'for', 'serve', 'returns', 'and', 'I', 'found', 'that', 'it', 'chops', 'better', 'against', 'topspin', 'that', 'a', 'thicker', 'inverted.And', 'this', 'thin', 'Donic-Coppa', 'was', 'still', 'very', 'good', 'for', 'looping', '.....', 'some', 'rubbers', 'are', 'simply', '``', 'made', 'in', 'heaven', ""''"", 'and', 'Coppais', 'one', 'of', 'those', '....', 'ask', 'Jan', 'Ove', 'or', 'Jorgen', '......']",['Donic-Coppa'],[187],0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,"[75, 154, 124]","['greater', 'greater', 'greater']","['good for', 'thicker', 'better']",[],[],[],[]
11820,5f6c2ecb7da9e46ccbe15671,Bty Tackiness C or Tibhar Super Def 40,"Spin amounts is way lower, less tack/grip, just feels dead..",descriptive,"Spin amounts is way lower, less tack/grip, just feels dead..","['Spin', 'amounts', 'is', 'way', 'lower', ',', 'less', 'tack/grip', ',', 'just', 'feels', 'dead', '..']",[],[],1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"[20, 27]","['less', 'less']","['low', 'less']",[19],['less'],[' lower'],['throw angle']
11834,5f6c2edc7da9e46ccbe1567b,"Which is slower, Stiga Chop & Drive or GD Submarine?","It is a fairly slow rubber (as probably expected) but it can really hit through with a good, fast arm behind it.",descriptive,"It is a fairly slow rubber (as probably expected) but it can really hit through with a good, fast arm behind it.","['It', 'is', 'a', 'fairly', 'slow', 'rubber', '(', 'as', 'probably', 'expected', ')', 'but', 'it', 'can', 'really', 'hit', 'through', 'with', 'a', 'good', ',', 'fast', 'arm', 'behind', 'it', '.']",[],[],0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[16],['less'],['low'],[15],['less'],['slow'],['speed']
11836,5f6c2edc7da9e46ccbe1567b,"Which is slower, Stiga Chop & Drive or GD Submarine?","However, I found that I could really impart slow, heavy topspin with it.",descriptive,"However, I found that I could really impart slow, heavy topspin with it.","['However', ',', 'I', 'found', 'that', 'I', 'could', 'really', 'impart', 'slow', ',', 'heavy', 'topspin', 'with', 'it', '.']",[],[],0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[45],['less'],['low'],[44],['less'],['slow'],['speed']
11841,5f6c2f037da9e46ccbe1568e,Dad wants something harder/faster,"The Plasma, Roxon (430) or Hexer would work fine, and easy to hit with, but you'd probably need a thinner sponge than 2.0mm or he'll probably struggle with the control.",descriptive,"The Plasma, Roxon (430) or Andro-Hexer would work fine, and easy to hit with, but you'd probably need a thinner sponge than 2.0mm or he'll probably struggle with the control.","['The', 'Plasma', ',', 'Roxon', '(', '430', ')', 'or', 'Andro-Hexer', 'would', 'work', 'fine', ',', 'and', 'easy', 'to', 'hit', 'with', ',', 'but', 'you', ""'d"", 'probably', 'need', 'a', 'thinner', 'sponge', 'than', '2.0mm', 'or', 'he', ""'ll"", 'probably', 'struggle', 'with', 'the', 'control', '.']",['Andro-Hexer'],[30],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[],[],[],[]
11846,5f6c2f037da9e46ccbe1568e,Dad wants something harder/faster,hard and fast rubbers... Tibhar Aurus at around $40 USD or so is the deal.,descriptive,hard and fast rubbers... Tibhar-Aurus at around $40 USD or so is the deal.,"['hard', 'and', 'fast', 'rubbers', '...', 'Tibhar-Aurus', 'at', 'around', '$', '40', 'USD', 'or', 'so', 'is', 'the', 'deal', '.']",['Tibhar-Aurus'],[26],0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,[],[],[],[],[],[],[]
11847,5f6c2f037da9e46ccbe1568e,Dad wants something harder/faster,"calibra LT plus doesn't get much harder and LT is also pretty hard.BH rubber, try out cheap priced Dawei XP 2008 Super Power.",descriptive,"Stiga-Calibra-LT-Plus doesn't get much harder and LT is also pretty hard.BH rubber, try out cheap priced Dawei XP 2008 Super Power.","['Stiga-Calibra-LT-Plus', 'does', ""n't"", 'get', 'much', 'harder', 'and', 'LT', 'is', 'also', 'pretty', 'hard.BH', 'rubber', ',', 'try', 'out', 'cheap', 'priced', 'Dawei', 'XP', '2008', 'Super', 'Power', '.']",['Stiga-Calibra-LT-Plus'],[0],0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,[],[],[],[39],['greater'],['harder'],['hardness']
11848,5f6c2f037da9e46ccbe1568e,Dad wants something harder/faster,"It is an excellent OFF control rubber in the mold of Sriver, but way less expensive.",descriptive,"It is an excellent OFF control rubber in the mold of Butterfly-Sriver, but way less expensive.","['It', 'is', 'an', 'excellent', 'OFF', 'control', 'rubber', 'in', 'the', 'mold', 'of', 'Butterfly-Sriver', ',', 'but', 'way', 'less', 'expensive', '.']",['Butterfly-Sriver'],[53],0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,[69],['less'],['less'],[],[],[],[]
11849,5f6c2f037da9e46ccbe1568e,Dad wants something harder/faster,2008 works good on just about any blade and costs well under $10 USD a sheet.,descriptive,2008 works good on just about any blade and costs well under $10 USD a sheet.,"['2008', 'works', 'good', 'on', 'just', 'about', 'any', 'blade', 'and', 'costs', 'well', 'under', '$', '10', 'USD', 'a', 'sheet', '.']",[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[],[],[],[],[],[]
11852,5f6c2f037da9e46ccbe1568e,Dad wants something harder/faster,"Aurus will work with anything out there, as will xp 2008.if your father can glue and cut the rubbers himself, or get someone to do it for him there, great, keeping the same blade is cool.Tibhar Aurus is very inexpensive for such a high performing rubber.",descriptive,"Tibhar-Aurus will work with anything out there, as will xp 2008.if your father can glue and cut the rubbers himself, or get someone to do it for him there, great, keeping the same blade is cool.Tibhar-Aurus is very inexpensive for such a high performing rubber.","['Tibhar-Aurus', 'will', 'work', 'with', 'anything', 'out', 'there', ',', 'as', 'will', 'xp', '2008.if', 'your', 'father', 'can', 'glue', 'and', 'cut', 'the', 'rubbers', 'himself', ',', 'or', 'get', 'someone', 'to', 'do', 'it', 'for', 'him', 'there', ',', 'great', ',', 'keeping', 'the', 'same', 'blade', 'is', 'cool.Tibhar-Aurus', 'is', 'very', 'inexpensive', 'for', 'such', 'a', 'high', 'performing', 'rubber', '.']",['Tibhar-Aurus'],[0],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[168],['equal'],['same'],[],[],[],[]
